cx; mx; best; avg; time
0.6; 0.1; 11; 12.67; 447.463s
0.6; 0.1; 11; 11.95; 319.458s
0.6; 0.15; 12; 12.465; 294.256s
0.6; 0.15; 11; 13.395; 334.481s
0.6; 0.15; 12; 12.81; 345.213s
0.6; 0.15; 11; 13.13; 338.457s
0.6; 0.15; 10; 13.38; 378.151s
0.6; 0.2; 11; 12; 293.476s
0.6; 0.2; 10; 14.095; 523.326s
0.6; 0.2; 11; 12.405; 306.56s
0.6; 0.2; 11; 12.09; 294.858s
0.6; 0.2; 11; 11.465; 302.056s
0.6; 0.25; 11; 11.885; 281.164s
0.6; 0.25; 11; 12.02; 343.779s
0.6; 0.25; 11; 12.44; 308.707s
0.6; 0.25; 10; 13.67; 360.64s
0.6; 0.25; 11; 12.335; 300.876s
0.7; 0.05; 11; 12.72; 314.687s
0.7; 0.05; 12; 13.27; 298.378s
0.7; 0.05; 11; 12.74; 313.948s
0.7; 0.05; 12; 13.175; 301.051s
0.7; 0.05; 11; 11.17; 280.405s
0.7; 0.1; 11; 11.535; 285.504s
0.7; 0.1; 11; 12.435; 329.532s
0.7; 0.1; 11; 11.98; 299.685s
0.7; 0.1; 11; 13.055; 292.372s
0.7; 0.1; 11; 11.46; 233.229s
0.7; 0.15; 11; 11.14; 259.635s
0.7; 0.15; 11; 11.615; 262.558s
0.7; 0.15; 11; 12.185; 247.693s
0.7; 0.15; 12; 12.25; 240.192s
0.7; 0.15; 11; 11.51; 243.529s
0.7; 0.2; 11; 12.185; 292.688s
0.7; 0.2; 11; 11.47; 257.157s
0.7; 0.2; 11; 11.525; 233.843s
0.7; 0.2; 11; 12.545; 260.585s
0.7; 0.2; 11; 11.975; 256.153s
0.7; 0.25; 10; 13.31; 330.662s
0.7; 0.25; 11; 11.58; 260.759s
0.7; 0.25; 12; 12.795; 246.407s
0.7; 0.25; 11; 12.28; 226.295s
0.7; 0.25; 10; 12.48; 259.379s
0.8; 0.05; 10; 11.19; 258.745s
0.8; 0.05; 12; 12.08; 217.32s
0.8; 0.05; 13; 13.185; 209.114s
0.8; 0.05; 12; 12.22; 215.062s
0.8; 0.05; 12; 13.48; 267.387s
0.8; 0.1; 12; 12.68; 217.138s
0.8; 0.1; 12; 12.6; 209.115s
0.8; 0.1; 11; 12.695; 271.434s
0.8; 0.1; 11; 11.19; 207.579s
0.8; 0.1; 11; 11.405; 243.124s
0.8; 0.15; 12; 12.28; 220.09s
0.8; 0.15; 12; 12.375; 207.12s
0.8; 0.15; 11; 11.13; 198.708s
0.8; 0.15; 11; 11.6; 222.567s
0.8; 0.15; 12; 12.545; 223.771s
0.8; 0.2; 11; 11.42; 213.206s
0.8; 0.2; 11; 11.355; 208.705s
0.8; 0.2; 11; 11.24; 231.353s
0.8; 0.2; 11; 11.365; 234.87s
0.8; 0.2; 11; 12.245; 234.716s
0.8; 0.25; 11; 11.56; 226.393s
0.8; 0.25; 11; 11.24; 184.955s
0.8; 0.25; 11; 12.885; 215.175s
0.8; 0.25; 11; 11.71; 201.711s
0.8; 0.25; 11; 11.33; 204.706s
0.9; 0.05; 12; 12.1; 174.119s
0.9; 0.05; 11; 11.055; 196.398s
0.9; 0.05; 11; 11.095; 201.52s
0.9; 0.05; 12; 12.06; 173.233s
0.9; 0.05; 11; 12.525; 221.629s
0.9; 0.1; 11; 11.48; 181.605s
0.9; 0.1; 11; 11.59; 191.795s
0.9; 0.1; 12; 12.23; 166.057s
0.9; 0.1; 11; 12.49; 231.141s
0.9; 0.1; 11; 11.625; 196.566s
0.9; 0.15; 11; 11.23; 177.617s
0.9; 0.15; 11; 12.69; 217.528s
0.9; 0.15; 11; 11.31; 180.406s
0.9; 0.15; 10; 12.195; 229.569s
0.9; 0.15; 12; 12.125; 161.583s
0.9; 0.2; 11; 11.89; 175.453s
0.9; 0.2; 11; 11.19; 163.153s
0.9; 0.2; 10; 14.015; 184.748s
0.9; 0.2; 11; 11.21; 162.347s
0.9; 0.2; 11; 11.395; 168.073s
0.9; 0.25; 11; 11.33; 196.501s
0.9; 0.25; 11; 12.105; 182.85s
0.9; 0.25; 10; 11.835; 180.497s
0.9; 0.25; 10; 12.88; 206.524s
0.9; 0.25; 11; 11.265; 162.517s
cx; mx; best; avg; time
0.5; 0.05; 13; 14.695; 443.175s
0.5; 0.05; 12; 12.81; 425.585s
0.5; 0.1; 12; 13.18; 464.591s
0.5; 0.1; 13; 14.045; 383.19s
0.5; 0.15; 10; 13.5; 543.328s
0.5; 0.15; 10; 12.785; 538.758s
0.5; 0.2; 12; 13.61; 408.843s
0.5; 0.2; 11; 12.75; 510.1s
0.5; 0.25; 11; 12.255; 355.032s
0.5; 0.25; 12; 14.045; 364.129s
0.6; 0.05; 11; 12.055; 341.649s
0.6; 0.05; 12; 13.615; 392.324s
0.6; 0.1; 11; 12.245; 338.045s
0.6; 0.1; 11; 13.17; 402.012s
0.6; 0.15; 11; 11.995; 303.87s
0.6; 0.15; 11; 11.925; 387.936s
0.6; 0.2; 12; 13.43; 321.01s
0.6; 0.2; 11; 13.205; 313.005s
0.6; 0.25; 11; 13.075; 320.951s
0.6; 0.25; 12; 13.285; 312.614s
0.7; 0.05; 12; 12.11; 240.352s
0.7; 0.05; 13; 13.875; 288.956s
0.7; 0.1; 12; 13.355; 299.734s
0.7; 0.1; 12; 12.105; 250.001s
0.7; 0.15; 11; 11.815; 285.901s
0.7; 0.15; 11; 12.695; 285.234s
0.7; 0.2; 11; 12.785; 282.076s
0.7; 0.2; 10; 12.46; 283.822s
0.7; 0.25; 12; 12.805; 239.289s
0.7; 0.25; 11; 13.07; 274.112s
0.8; 0.05; 12; 12.07; 186.954s
0.8; 0.05; 11; 12.225; 254.799s
0.8; 0.1; 12; 12.865; 264.737s
0.8; 0.1; 11; 11.48; 221.01s
0.8; 0.15; 11; 11.17; 207.244s
0.8; 0.15; 11; 12.26; 249.203s
0.8; 0.2; 11; 11.29; 205.467s
0.8; 0.2; 11; 12.07; 215.552s
0.8; 0.25; 11; 11.585; 226.886s
0.8; 0.25; 11; 12.365; 215.696s
0.9; 0.05; 12; 12.135; 184.018s
0.9; 0.05; 11; 11.545; 193.431s
0.9; 0.1; 11; 11.495; 183.901s
0.9; 0.1; 12; 12.145; 173.003s
0.9; 0.15; 11; 11.98; 196.03s
0.9; 0.15; 11; 11.745; 162.193s
0.9; 0.2; 11; 11.205; 180.901s
0.9; 0.2; 11; 11.25; 182.908s
0.9; 0.25; 11; 11.305; 172.425s
0.9; 0.25; 11; 11.375; 163.821s
