cx; mx; best; avg; time
0.5; 0.05; 11; 12.655; 303.504s
0.5; 0.05; 12; 13.05; 265.652s
0.5; 0.05; 11; 12.3; 275.275s
0.5; 0.05; 11; 12.75; 295.305s
0.5; 0.05; 11; 12.535; 271.152s
0.5; 0.1; 11; 14.05; 272.341s
0.5; 0.1; 10; 12.53; 252.361s
0.5; 0.1; 11; 12.23; 253.526s
0.5; 0.1; 10; 12.17; 308.365s
0.5; 0.1; 10; 11.805; 283.433s
0.5; 0.15; 12; 13.545; 254.524s
0.5; 0.15; 11; 11.345; 250.742s
0.5; 0.15; 10; 12.895; 292.58s
0.5; 0.15; 11; 12.61; 264.412s
0.5; 0.15; 11; 12.86; 232.843s
0.5; 0.2; 10; 12.74; 279.988s
0.5; 0.2; 11; 11.765; 236.52s
0.5; 0.2; 10; 12.445; 267.297s
0.5; 0.2; 11; 11.985; 238.451s
0.5; 0.2; 11; 11.935; 216.417s
0.5; 0.25; 11; 11.43; 208.028s
0.5; 0.25; 11; 11.665; 204.38s
0.5; 0.25; 10; 12.825; 244.782s
0.5; 0.25; 11; 12.9; 251.304s
0.5; 0.25; 10; 12.68; 249.453s
0.6; 0.05; 11; 12.165; 217.217s
0.6; 0.05; 11; 12.385; 193.194s
0.6; 0.05; 11; 11.46; 210.971s
0.6; 0.05; 11; 12.605; 221.481s
0.6; 0.05; 11; 11.99; 244.777s
0.6; 0.1; 11; 11.165; 210.372s
0.6; 0.1; 10; 13.035; 204.529s
0.6; 0.1; 11; 12.87; 230.16s
0.6; 0.1; 11; 12.455; 220.254s
0.6; 0.1; 11; 12.565; 221.657s
0.6; 0.15; 11; 11.83; 187.788s
0.6; 0.15; 10; 12.3; 203.174s
0.6; 0.15; 11; 12.91; 223.335s
0.6; 0.15; 10; 10.925; 212.183s
0.6; 0.15; 11; 11.335; 179.328s
0.6; 0.2; 11; 13.415; 203.176s
0.6; 0.2; 11; 11.385; 194.341s
0.6; 0.2; 10; 12.265; 215.729s
0.6; 0.2; 11; 11.48; 180.264s
0.6; 0.2; 10; 11.495; 208.944s
0.6; 0.25; 10; 12.31; 214.464s
0.6; 0.25; 10; 11.94; 176.239s
0.6; 0.25; 10; 11.845; 203.732s
0.6; 0.25; 11; 11.495; 187.876s
0.6; 0.25; 10; 11.085; 175.887s
0.7; 0.05; 11; 11.09; 160.903s
0.7; 0.05; 10; 13.26; 203.374s
0.7; 0.05; 11; 11.27; 194.932s
0.7; 0.05; 11; 11.215; 161.732s
0.7; 0.05; 11; 11.265; 157.09s
0.7; 0.1; 10; 10.575; 186.633s
0.7; 0.1; 11; 11.245; 159.497s
0.7; 0.1; 11; 11.825; 181.531s
0.7; 0.1; 10; 11.545; 218.785s
0.7; 0.1; 11; 13.11; 179.81s
0.7; 0.15; 11; 11.25; 136.32s
0.7; 0.15; 11; 11.595; 143.078s
0.7; 0.15; 10; 12.77; 165.792s
0.7; 0.15; 10; 11.42; 135.916s
0.7; 0.15; 11; 11.23; 156.23s
0.7; 0.2; 14; 14.54; 121.491s
0.7; 0.2; 10; 12.41; 176.561s
0.7; 0.2; 10; 11.585; 183.888s
0.7; 0.2; 14; 14.505; 124.577s
0.7; 0.2; 10; 10.97; 128.035s
0.7; 0.25; 14; 14.665; 123.303s
0.7; 0.25; 12; 13.265; 123.89s
0.7; 0.25; 11; 12.445; 142.643s
0.7; 0.25; 11; 11.385; 142.727s
0.7; 0.25; 10; 12.48; 148.349s
0.8; 0.05; 11; 11.05; 160.032s
0.8; 0.05; 11; 11.11; 133.195s
0.8; 0.05; 11; 11.09; 142.022s
0.8; 0.05; 11; 11.29; 144.661s
0.8; 0.05; 11; 11.065; 128.308s
0.8; 0.1; 10; 10.955; 142.869s
0.8; 0.1; 10; 11.03; 130.686s
0.8; 0.1; 11; 11.925; 147.276s
0.8; 0.1; 10; 11.745; 159.784s
0.8; 0.1; 11; 11.335; 121.85s
0.8; 0.15; 11; 11.205; 130.215s
0.8; 0.15; 11; 11.25; 134.192s
0.8; 0.15; 10; 11.98; 155.272s
0.8; 0.15; 10; 11.835; 131.536s
0.8; 0.15; 13; 13.53; 113.705s
0.8; 0.2; 10; 10.67; 122.456s
0.8; 0.2; 13; 13.59; 113.942s
0.8; 0.2; 11; 12.325; 115.567s
0.8; 0.2; 12; 12.345; 115.72s
0.8; 0.2; 11; 11.34; 118.603s
0.8; 0.25; 13; 13.815; 114.36s
0.8; 0.25; 14; 14.53; 114.938s
0.8; 0.25; 14; 14.555; 113.574s
0.8; 0.25; 11; 11.765; 125.108s
0.8; 0.25; 11; 12.54; 123.194s
0.9; 0.05; 10; 11.83; 139.106s
0.9; 0.05; 11; 11.285; 144.634s
0.9; 0.05; 11; 11.05; 126.888s
0.9; 0.05; 12; 12.83; 106.134s
0.9; 0.05; 11; 11.13; 117.829s
0.9; 0.1; 10; 11.785; 144.917s
0.9; 0.1; 10; 11.345; 127.457s
0.9; 0.1; 14; 15.555; 105.132s
0.9; 0.1; 10; 11.905; 151s
0.9; 0.1; 14; 15.555; 104.404s
0.9; 0.15; 13; 13.95; 105.738s
0.9; 0.15; 11; 11.195; 111.936s
0.9; 0.15; 13; 13.265; 106.591s
0.9; 0.15; 9; 10.235; 96.2771s
0.9; 0.15; 11; 11.185; 118.879s
0.9; 0.2; 13; 14.795; 106.257s
0.9; 0.2; 15; 15.63; 105.269s
0.9; 0.2; 11; 12.365; 105.389s
0.9; 0.2; 14; 14.74; 105.951s
0.9; 0.2; 10; 11.09; 136.004s
0.9; 0.25; 12; 12.74; 107.62s
0.9; 0.25; 12; 13.225; 106.306s
0.9; 0.25; 14; 15.08; 106.592s
0.9; 0.25; 14; 14.61; 105.678s
0.9; 0.25; 13; 13.68; 106.382s
cx; mx; best; avg; time
0.5; 0.05; 11; 12.07; 289.586s
0.5; 0.05; 12; 14.215; 296.674s
0.5; 0.1; 12; 12.45; 263.314s
0.5; 0.1; 11; 11.79; 252.19s
0.5; 0.15; 10; 12.72; 293.162s
0.5; 0.15; 10; 11.37; 229.611s
0.5; 0.2; 11; 12.98; 249.942s
0.5; 0.2; 12; 12.71; 253.369s
0.5; 0.25; 10; 11.135; 215.274s
0.5; 0.25; 10; 12.225; 225.944s
0.6; 0.05; 10; 12.28; 255.979s
0.6; 0.05; 11; 12.37; 232.338s
0.6; 0.1; 11; 12.385; 217.708s
0.6; 0.1; 10; 11.9; 227.181s
0.6; 0.15; 11; 11.53; 195.103s
0.6; 0.15; 10; 12.81; 248.716s
0.6; 0.2; 11; 11.35; 172.825s
0.6; 0.2; 10; 11.74; 173.799s
0.6; 0.25; 10; 12.56; 177.804s
0.6; 0.25; 11; 11.515; 167.589s
0.7; 0.05; 11; 11.105; 169.384s
0.7; 0.05; 11; 11.725; 178.088s
0.7; 0.1; 11; 12.265; 136.127s
0.7; 0.1; 10; 12.835; 175.088s
0.7; 0.15; 10; 11.47; 184.597s
0.7; 0.15; 11; 11.985; 168.204s
0.7; 0.2; 11; 11.33; 152.986s
0.7; 0.2; 11; 11.3; 131.044s
0.7; 0.25; 14; 14.625; 123.661s
0.7; 0.25; 10; 11.725; 155.257s
0.8; 0.05; 11; 11.09; 126.409s
0.8; 0.05; 10; 11.535; 166.007s
0.8; 0.1; 11; 12.98; 156.031s
0.8; 0.1; 10; 10.65; 151.638s
0.8; 0.15; 10; 11.81; 135.277s
0.8; 0.15; 10; 11.4; 130.285s
0.8; 0.2; 10; 11.525; 129.621s
0.8; 0.2; 12; 12.515; 114.43s
0.8; 0.25; 13; 13.49; 116.407s
0.8; 0.25; 10; 11.41; 142.054s
0.9; 0.05; 11; 11.335; 105.709s
0.9; 0.05; 11; 11.12; 122.949s
0.9; 0.1; 11; 11.11; 117.379s
0.9; 0.1; 10; 11.195; 133.566s
0.9; 0.15; 10; 11.215; 112.967s
0.9; 0.15; 11; 11.62; 146.149s
0.9; 0.2; 14; 15.765; 104.791s
0.9; 0.2; 13; 13.44; 104.532s
0.9; 0.25; 13; 14.415; 105.02s
0.9; 0.25; 12; 12.69; 106.917s
cx; mx; best; avg; time
0.5; 0.05; 11; 12.47; 234.917s
0.5; 0.1; 11; 13.265; 235.936s
0.5; 0.15; 10; 12.635; 261.658s
0.5; 0.2; 10; 12.585; 232.149s
0.5; 0.25; 11; 12.09; 199.624s
0.6; 0.05; 11; 11.585; 180.298s
0.6; 0.1; 11; 12.095; 192.114s
0.6; 0.15; 10; 13.195; 182.987s
0.6; 0.2; 10; 11.25; 155.784s
0.6; 0.25; 10; 11.3; 152.675s
0.7; 0.05; 11; 12.55; 163.642s
0.7; 0.1; 11; 11.295; 129.246s
0.7; 0.15; 11; 11.6; 142.956s
0.7; 0.2; 10; 11.095; 110.223s
0.7; 0.25; 10; 11.92; 123.69s
0.8; 0.05; 10; 11.705; 167.27s
0.8; 0.1; 11; 11.755; 126.397s
0.8; 0.15; 10; 11.975; 118.55s
0.8; 0.2; 11; 11.32; 118.585s
0.8; 0.25; 12; 13.525; 98.9559s
0.9; 0.05; 12; 13.03; 91.0559s
0.9; 0.1; 11; 11.115; 115.22s
0.9; 0.15; 15; 15.69; 92.1534s
0.9; 0.2; 11; 11.245; 100.567s
0.9; 0.25; 13; 14.06; 93.1931s
