cx; mx; best; avg; time
0.8; 0.1; 8; 9.885; 123.851s
0.8; 0.1; 8; 9.845; 123.361s
0.8; 0.1; 8; 9.77; 123.205s
0.8; 0.1; 8; 9.03; 94.1517s
0.8; 0.1; 8; 9.42; 109.011s
0.8; 0.15; 8; 9.18; 108.556s
0.8; 0.15; 8; 10.055; 118.104s
0.8; 0.15; 8; 9.015; 99.508s
0.8; 0.15; 8; 9.855; 113.032s
0.8; 0.15; 8; 10.12; 101.535s
0.8; 0.2; 8; 8.975; 93.819s
0.8; 0.2; 8; 9.425; 99.2411s
0.8; 0.2; 8; 10.935; 113.389s
0.8; 0.2; 8; 9.5; 105.258s
0.8; 0.2; 8; 9.11; 95.3287s
0.8; 0.25; 8; 9.74; 108.326s
0.8; 0.25; 8; 10.315; 120.418s
0.8; 0.25; 8; 9.705; 103.001s
0.8; 0.25; 8; 9.055; 102.987s
0.8; 0.25; 8; 10.395; 126.998s
0.9; 0.05; 8; 10.135; 133.468s
0.9; 0.05; 9; 10.035; 83.9486s
0.9; 0.05; 8; 9.435; 79.423s
0.9; 0.05; 8; 9.91; 104.447s
0.9; 0.05; 8; 10.135; 116.169s
0.9; 0.1; 8; 10.665; 143.634s
0.9; 0.1; 8; 8.44; 82.7344s
0.9; 0.1; 8; 9.325; 90.8952s
0.9; 0.1; 8; 9.165; 82.7974s
0.9; 0.1; 8; 9.815; 104.155s
0.9; 0.15; 8; 9.295; 88.7936s
0.9; 0.15; 8; 10.055; 101.111s
0.9; 0.15; 8; 8.44; 88.8623s
0.9; 0.15; 8; 10.15; 80.025s
0.9; 0.15; 8; 10.065; 108.163s
0.9; 0.2; 8; 8.91; 74.4825s
0.9; 0.2; 8; 9.1; 85.0546s
0.9; 0.2; 8; 9.645; 83.2618s
0.9; 0.2; 8; 9.92; 91.8546s
0.9; 0.2; 8; 10.325; 99.1278s
0.9; 0.25; 8; 9.895; 88.8349s
0.9; 0.25; 8; 9.37; 87.7129s
0.9; 0.25; 8; 10.205; 96.1225s
0.9; 0.25; 8; 9.615; 89.0718s
0.9; 0.25; 9; 9.93; 77.1873s
cx; mx; best; avg; time
0.5; 0.05; 8; 9.495; 210.09s
0.5; 0.05; 8; 10.125; 249.366s
0.5; 0.05; 8; 9.885; 223.187s
0.5; 0.05; 8; 10; 315.457s
0.5; 0.05; 9; 10.185; 210.046s
0.5; 0.1; 8; 9.61; 206.336s
0.5; 0.1; 8; 10.31; 205.549s
0.5; 0.1; 9; 10.475; 219.632s
0.5; 0.1; 7; 9.9; 190.417s
0.5; 0.1; 8; 9.945; 259.434s
0.5; 0.15; 8; 9.84; 211.198s
0.5; 0.15; 8; 9.745; 191.779s
0.5; 0.15; 8; 9.675; 211.721s
0.5; 0.15; 8; 10.25; 290.035s
0.5; 0.15; 8; 9.755; 179.693s
0.5; 0.2; 8; 9.79; 246.97s
0.5; 0.2; 8; 9.63; 176.64s
0.5; 0.2; 8; 9.595; 207.588s
0.5; 0.2; 8; 10.52; 279.514s
0.5; 0.2; 8; 9.69; 205.852s
0.5; 0.25; 8; 9.43; 172.33s
0.5; 0.25; 8; 9.54; 174.382s
0.5; 0.25; 8; 10.175; 241.398s
0.5; 0.25; 8; 10.11; 196.644s
0.5; 0.25; 8; 9.55; 204.19s
0.6; 0.05; 8; 10.005; 213.1s
0.6; 0.05; 8; 9.325; 135.067s
0.6; 0.05; 8; 9.475; 182.503s
0.6; 0.05; 8; 10.09; 189.818s
0.6; 0.05; 8; 10.22; 219.282s
0.6; 0.1; 8; 9.21; 156.236s
0.6; 0.1; 8; 10.345; 228.957s
0.6; 0.1; 8; 10.07; 180.924s
0.6; 0.1; 8; 9.6; 161.258s
0.6; 0.1; 8; 9.595; 157.191s
0.6; 0.15; 9; 10.55; 153.578s
0.6; 0.15; 8; 10.575; 209.842s
0.6; 0.15; 8; 9.755; 138.876s
0.6; 0.15; 8; 9.89; 199.178s
0.6; 0.15; 8; 9.43; 157.41s
0.6; 0.2; 8; 10.155; 209.346s
0.6; 0.2; 8; 9.675; 214.59s
0.6; 0.2; 8; 9.755; 155.426s
0.6; 0.2; 8; 9.54; 131.763s
0.6; 0.2; 8; 9.285; 148.115s
0.6; 0.25; 8; 10.055; 205.575s
0.6; 0.25; 8; 9.935; 177.268s
0.6; 0.25; 8; 10.08; 189.307s
0.6; 0.25; 8; 10.095; 150.477s
0.6; 0.25; 8; 9.94; 185.532s
0.7; 0.05; 8; 9.94; 146.61s
0.7; 0.05; 9; 10.475; 126.386s
0.7; 0.05; 8; 10.005; 177.26s
0.7; 0.05; 8; 9.42; 126.847s
0.7; 0.05; 8; 9.615; 126.131s
0.7; 0.1; 8; 10.045; 141.868s
0.7; 0.1; 8; 10.065; 147.569s
0.7; 0.1; 8; 9.81; 156.733s
0.7; 0.1; 8; 9.755; 116.154s
0.7; 0.1; 8; 10.015; 160.465s
0.7; 0.15; 8; 9.505; 130.466s
0.7; 0.15; 8; 9.54; 126.988s
0.7; 0.15; 8; 9.845; 125.405s
0.7; 0.15; 8; 9.585; 130.002s
0.7; 0.15; 8; 9.925; 116.574s
0.7; 0.2; 8; 9.695; 140.302s
0.7; 0.2; 8; 9.66; 128.13s
0.7; 0.2; 8; 9.69; 125.276s
0.7; 0.2; 8; 9.97; 133.438s
0.7; 0.2; 8; 9.92; 129.987s
0.7; 0.25; 8; 9.76; 118.709s
0.7; 0.25; 8; 9.885; 109.294s
0.7; 0.25; 8; 9.765; 120.594s
0.7; 0.25; 8; 9.94; 115.311s
0.7; 0.25; 8; 9.835; 122.958s
0.8; 0.05; 9; 9.725; 93.4078s
0.8; 0.05; 8; 9.795; 120.477s
0.8; 0.05; 8; 10.82; 162.317s
0.8; 0.05; 8; 9.3; 102.243s
0.8; 0.05; 8; 10.115; 127.689s
0.8; 0.1; 8; 10.105; 123.052s
0.8; 0.1; 8; 9.25; 91.8396s
0.8; 0.1; 8; 9.315; 104.549s
0.8; 0.1; 8; 9.215; 102.371s
0.8; 0.1; 8; 8.985; 105.083s
0.8; 0.15; 8; 9.345; 95.0994s
0.8; 0.15; 8; 10.1; 105.494s
0.8; 0.15; 8; 9.84; 118.511s
0.8; 0.15; 8; 9.175; 103.115s
0.8; 0.15; 8; 10.03; 122.375s
0.8; 0.2; 8; 9.265; 97.9876s
0.8; 0.2; 8; 9.05; 97.0606s
0.8; 0.2; 8; 8.935; 91.1563s
0.8; 0.2; 8; 10.13; 114.375s
0.8; 0.2; 8; 9.995; 123.458s
0.8; 0.25; 8; 8.88; 86.2079s
0.8; 0.25; 8; 10.785; 118.267s
0.8; 0.25; 8; 9.245; 99.0002s
0.8; 0.25; 8; 9.53; 97.9403s
0.8; 0.25; 8; 9.265; 92.1258s
0.9; 0.05; 9; 9.655; 82.1711s
0.9; 0.05; 9; 10.13; 90.7759s
0.9; 0.05; 8; 9.18; 91.327s
0.9; 0.05; 9; 10.055; 85.2055s
0.9; 0.05; 8; 9.865; 102.449s
0.9; 0.1; 8; 9.995; 108.11s
0.9; 0.1; 9; 9.43; 77.2567s
0.9; 0.1; 8; 9.365; 103.774s
0.9; 0.1; 8; 9.185; 79.506s
0.9; 0.1; 8; 10.27; 110.226s
0.9; 0.15; 8; 9.655; 100.402s
0.9; 0.15; 8; 9.105; 82.9908s
0.9; 0.15; 8; 10.315; 108.924s
0.9; 0.15; 8; 9.89; 103.99s
0.9; 0.15; 8; 9.635; 91.5567s
0.9; 0.2; 8; 10.075; 112.441s
0.9; 0.2; 8; 10.055; 102.441s
0.9; 0.2; 8; 9.84; 93.2627s
0.9; 0.2; 8; 9.985; 94.1772s
0.9; 0.2; 8; 9.945; 112.106s
0.9; 0.25; 8; 9.625; 87.0592s
0.9; 0.25; 8; 9.765; 88.7357s
0.9; 0.25; 8; 9.52; 84.0571s
0.9; 0.25; 8; 9.885; 94.9476s
0.9; 0.25; 8; 9.48; 92.6153s
