cx; mx; best; avg; time
0.6; 0.25; 10; 11.42; 267.635s
0.6; 0.25; 11; 12.25; 252.321s
0.7; 0.05; 11; 12.355; 248.559s
0.7; 0.05; 11; 11.365; 242.651s
0.7; 0.1; 12; 12.805; 218.982s
0.7; 0.1; 11; 11.695; 230.825s
0.7; 0.15; 12; 12.35; 208.224s
0.7; 0.15; 11; 11.65; 247.062s
0.7; 0.2; 11; 12.68; 240.151s
0.7; 0.2; 11; 11.995; 239.911s
0.7; 0.25; 11; 11.955; 223.119s
0.7; 0.25; 10; 12.08; 251.656s
0.8; 0.05; 11; 11.19; 180.779s
0.8; 0.05; 11; 11.315; 204.636s
0.8; 0.1; 11; 11.16; 180.167s
0.8; 0.1; 11; 11.535; 204.404s
0.8; 0.15; 11; 12.255; 221.726s
0.8; 0.15; 11; 12.97; 203.189s
0.8; 0.2; 11; 11.435; 191.206s
0.8; 0.2; 10; 12.38; 165.939s
0.8; 0.25; 11; 11.95; 185.264s
0.8; 0.25; 10; 12.495; 212.451s
0.9; 0.05; 12; 12.05; 156.644s
0.9; 0.05; 12; 12.33; 181.073s
0.9; 0.1; 11; 11.405; 177.837s
0.9; 0.1; 11; 11.355; 155.417s
0.9; 0.15; 11; 11.32; 162.843s
0.9; 0.15; 11; 11.215; 157.05s
0.9; 0.2; 11; 11.31; 147.959s
0.9; 0.2; 11; 11.165; 150.486s
0.9; 0.25; 10; 11.065; 181.272s
0.9; 0.25; 11; 11.24; 146.177s
cx; mx; best; avg; time
0.5; 0.05; 12; 13.395; 371.628s
0.5; 0.05; 12; 13.24; 354.544s
0.5; 0.05; 12; 13.17; 332.524s
0.5; 0.05; 12; 12.335; 378.668s
0.5; 0.05; 13; 15.04; 406.319s
0.5; 0.1; 11; 12.625; 319.644s
0.5; 0.1; 12; 12.615; 312.453s
0.5; 0.1; 12; 12.35; 325.796s
0.5; 0.1; 12; 12.605; 331.554s
0.5; 0.1; 11; 13.275; 403.483s
0.5; 0.15; 12; 12.96; 323.074s
0.5; 0.15; 11; 13.11; 375.827s
0.5; 0.15; 11; 12.81; 352.853s
0.5; 0.15; 12; 13.745; 403.952s
0.5; 0.15; 11; 13.415; 368.658s
0.5; 0.2; 10; 12.21; 333.19s
0.5; 0.2; 11; 12.885; 333.346s
0.5; 0.2; 11; 13.56; 368.188s
0.5; 0.2; 11; 13.34; 377.291s
0.5; 0.2; 10; 13.24; 363.112s
0.5; 0.25; 10; 12.215; 317.307s
0.5; 0.25; 10; 12.02; 296.34s
0.5; 0.25; 10; 13.65; 515.725s
0.5; 0.25; 12; 14.105; 358.614s
0.5; 0.25; 11; 12.845; 325.965s
0.6; 0.05; 12; 13.135; 308.716s
0.6; 0.05; 12; 12.575; 258.506s
0.6; 0.05; 12; 12.53; 248.285s
0.6; 0.05; 11; 11.88; 280.568s
0.6; 0.05; 11; 12.63; 311.911s
0.6; 0.1; 11; 12.405; 320.142s
0.6; 0.1; 11; 12.665; 338.311s
0.6; 0.1; 11; 13.19; 272.232s
0.6; 0.1; 12; 12.83; 271.729s
0.6; 0.1; 11; 11.6; 261.313s
0.6; 0.15; 12; 12.57; 256.06s
0.6; 0.15; 11; 13.135; 310.693s
0.6; 0.15; 10; 12.255; 295.128s
0.6; 0.15; 12; 12.835; 257.388s
0.6; 0.15; 11; 13.08; 283.873s
0.6; 0.2; 11; 12.55; 293.328s
0.6; 0.2; 11; 12.495; 261.228s
0.6; 0.2; 11; 12.65; 273.23s
0.6; 0.2; 11; 12.645; 249.263s
0.6; 0.2; 11; 13; 304.315s
0.6; 0.25; 11; 12.635; 245.302s
0.6; 0.25; 12; 12.835; 254.358s
0.6; 0.25; 10; 11.13; 264.437s
0.6; 0.25; 11; 13.895; 310.157s
0.6; 0.25; 11; 11.845; 251.738s
0.7; 0.05; 12; 12.34; 257.83s
0.7; 0.05; 11; 11.915; 262.115s
0.7; 0.05; 11; 11.695; 194.006s
0.7; 0.05; 12; 12.03; 205.696s
0.7; 0.05; 11; 13.19; 229.122s
0.7; 0.1; 11; 13.215; 242.26s
0.7; 0.1; 12; 12.7; 231.059s
0.7; 0.1; 11; 11.4; 227.34s
0.7; 0.1; 11; 11.905; 250.75s
0.7; 0.1; 12; 13.345; 256.853s
0.7; 0.15; 12; 12.675; 225.943s
0.7; 0.15; 10; 13.38; 226.756s
0.7; 0.15; 11; 12.275; 241.258s
0.7; 0.15; 11; 12.04; 228.921s
0.7; 0.15; 11; 11.235; 216.032s
0.7; 0.2; 11; 11.94; 229.731s
0.7; 0.2; 10; 13.185; 236.617s
0.7; 0.2; 11; 12.69; 223.433s
0.7; 0.2; 11; 11.76; 202.304s
0.7; 0.2; 10; 12.555; 234.495s
0.7; 0.25; 10; 12.565; 231.878s
0.7; 0.25; 11; 12.785; 224.252s
0.7; 0.25; 10; 12.79; 235.528s
0.7; 0.25; 10; 12.205; 232.026s
0.7; 0.25; 11; 12.535; 223.059s
0.8; 0.05; 11; 12.295; 198.2s
0.8; 0.05; 11; 11.1; 191.918s
0.8; 0.05; 11; 11.045; 171.973s
0.8; 0.05; 11; 11.775; 189.057s
0.8; 0.05; 11; 11.855; 196.2s
0.8; 0.1; 11; 11.89; 181.14s
0.8; 0.1; 10; 12.96; 199.437s
0.8; 0.1; 11; 11.205; 165.82s
0.8; 0.1; 11; 12.725; 200.526s
0.8; 0.1; 10; 12.85; 182.987s
0.8; 0.15; 11; 11.31; 185.073s
0.8; 0.15; 11; 11.255; 176.096s
0.8; 0.15; 11; 11.18; 183.942s
0.8; 0.15; 11; 11.285; 176.537s
0.8; 0.15; 11; 12.155; 182.809s
0.8; 0.2; 11; 11.19; 181.744s
0.8; 0.2; 10; 13.555; 226.822s
0.8; 0.2; 11; 11.23; 160.907s
0.8; 0.2; 11; 11.74; 180.647s
0.8; 0.2; 11; 11.26; 168.832s
0.8; 0.25; 10; 12.925; 209.409s
0.8; 0.25; 10; 11.825; 203.967s
0.8; 0.25; 11; 11.865; 185.898s
0.8; 0.25; 10; 12.445; 184.142s
0.8; 0.25; 11; 12.1; 200.209s
0.9; 0.05; 10; 13.275; 230.577s
0.9; 0.05; 11; 11.065; 180.309s
0.9; 0.05; 11; 11.67; 162.187s
0.9; 0.05; 11; 12.78; 201.84s
0.9; 0.05; 11; 11.145; 176.776s
0.9; 0.1; 11; 11.655; 168.767s
0.9; 0.1; 11; 11.565; 186.967s
0.9; 0.1; 11; 12.87; 160.938s
0.9; 0.1; 11; 12.335; 189.217s
0.9; 0.1; 10; 12.595; 216.968s
0.9; 0.15; 11; 12.655; 174.554s
0.9; 0.15; 11; 11.145; 161.462s
0.9; 0.15; 11; 11.155; 155.038s
0.9; 0.15; 11; 11.785; 175.507s
0.9; 0.15; 11; 11.155; 155.495s
0.9; 0.2; 11; 12.08; 158.787s
0.9; 0.2; 12; 12.2; 145.162s
0.9; 0.2; 10; 12.795; 179.523s
0.9; 0.2; 11; 11.235; 151.538s
0.9; 0.2; 11; 11.315; 152.047s
0.9; 0.25; 10; 10.84; 158.524s
0.9; 0.25; 10; 12.045; 191.049s
0.9; 0.25; 10; 12.52; 160.449s
0.9; 0.25; 11; 11.315; 157.19s
0.9; 0.25; 11; 11.73; 166.227s
cx; mx; best; avg; time
0.5; 0.05; 14; 14.72; 343.852s
0.5; 0.05; 14; 14.465; 322.842s
0.5; 0.1; 11; 12.775; 290.232s
0.5; 0.1; 11; 13.645; 354.298s
0.5; 0.15; 11; 13.28; 320.408s
0.5; 0.15; 11; 11.545; 295.31s
0.5; 0.2; 11; 12.385; 302.41s
0.5; 0.2; 11; 13; 423.347s
0.5; 0.25; 11; 11.605; 312.518s
0.5; 0.25; 11; 12.305; 347.8s
0.6; 0.05; 11; 12.75; 307.997s
0.6; 0.05; 12; 12.84; 278.358s
0.6; 0.1; 11; 12.25; 266.824s
0.6; 0.1; 12; 12.105; 228.538s
0.6; 0.15; 11; 12.24; 306.825s
0.6; 0.15; 11; 11.895; 267.569s
0.6; 0.2; 11; 11.48; 248.944s
0.6; 0.2; 11; 13.17; 304.495s
0.6; 0.25; 11; 11.315; 287.791s
0.6; 0.25; 11; 11.375; 259.887s
0.7; 0.05; 12; 12.13; 214.199s
0.7; 0.05; 12; 12.33; 219.606s
0.7; 0.1; 11; 12.795; 271.568s
0.7; 0.1; 11; 11.23; 215.985s
0.7; 0.15; 12; 12.295; 200.378s
0.7; 0.15; 10; 12.83; 291.443s
0.7; 0.2; 12; 12.34; 217.9s
0.7; 0.2; 10; 10.835; 221.551s
0.7; 0.25; 11; 12.45; 226.949s
0.7; 0.25; 11; 12.32; 223.459s
0.8; 0.05; 12; 12.07; 180.083s
0.8; 0.05; 11; 11.06; 182.34s
0.8; 0.1; 10; 11.24; 200.265s
0.8; 0.1; 12; 12.605; 186.214s
0.8; 0.15; 11; 12.335; 175.136s
0.8; 0.15; 12; 12.23; 183.27s
0.8; 0.2; 11; 11.24; 158.411s
0.8; 0.2; 11; 11.16; 172.696s
0.8; 0.25; 11; 12.545; 165.452s
0.8; 0.25; 10; 11.925; 169.647s
0.9; 0.05; 11; 11.705; 174.764s
0.9; 0.05; 12; 12.28; 178.518s
0.9; 0.1; 11; 11.05; 151.851s
0.9; 0.1; 12; 12.13; 154.368s
0.9; 0.15; 10; 10.315; 151.988s
0.9; 0.15; 11; 11.99; 153.058s
0.9; 0.2; 10; 11.825; 162.339s
0.9; 0.2; 10; 10.61; 166.467s
0.9; 0.25; 11; 11.165; 148.33s
0.9; 0.25; 11; 11.37; 168.757s
