temp; best; diff
1.78527e-06; 3644.29; -2147.63
1.6982e-06; 3644.29; -2468.25
1.61537e-06; 3644.29; -555.959
1.53658e-06; 3644.29; -1937.89
1.46164e-06; 3644.29; -463.366
1.39035e-06; 3644.29; -2893.6
1.32254e-06; 3644.29; -1597.13
1.25804e-06; 3644.29; -117.201
1.19668e-06; 3644.29; -247.699
1.13831e-06; 3644.29; -2970.45
1.08279e-06; 3644.29; -9465.91
1.02998e-06; 3644.29; -1381.04
9.79746e-07; 3644.29; -1916.2
9.31961e-07; 3644.29; -3932.91
8.86507e-07; 3644.29; -5204.47
8.43269e-07; 3644.29; -3103.46
8.02141e-07; 3644.29; -8160.52
7.63018e-07; 3644.29; -1583.97
7.25803e-07; 3644.29; -2528.18
6.90404e-07; 3644.29; -1959.03
6.56731e-07; 3644.29; -166.055
6.247e-07; 3644.29; -1313.71
5.94231e-07; 3644.29; -1579.98
5.65249e-07; 3644.29; -1789.81
5.3768e-07; 3644.29; -906.206
5.11456e-07; 3644.29; -5483.86
4.86511e-07; 3644.29; -2175.46
4.62782e-07; 3644.29; -3044.15
4.40211e-07; 3644.29; -2062.5
4.1874e-07; 3644.29; -2344.46
3.98317e-07; 3644.29; -2171.9
3.7889e-07; 3644.29; -3286.81
3.60411e-07; 3644.29; -2785.38
3.42832e-07; 3644.29; -2883.05
3.26111e-07; 3644.29; -4786.13
3.10206e-07; 3644.29; -1824.22
2.95076e-07; 3644.29; -1430.32
2.80685e-07; 3644.29; -340.006
2.66995e-07; 3644.29; -2625.2
2.53973e-07; 3644.29; -2424.69
2.41586e-07; 3644.29; -2067.8
2.29803e-07; 3644.29; -756.243
2.18595e-07; 3644.29; -1509.24
2.07933e-07; 3644.29; -1247.77
1.97792e-07; 3644.29; -1510.18
1.88145e-07; 3644.29; -2077.33
1.78968e-07; 3644.29; -1114.91
1.7024e-07; 3644.29; -368.312
1.61936e-07; 3644.29; -1186.76
1.54038e-07; 3644.29; -5833.25
1.46525e-07; 3644.29; -858.477
1.39379e-07; 3644.29; -6414.83
1.32581e-07; 3644.29; -2417.16
1.26115e-07; 3644.29; -671.963
1.19964e-07; 3644.29; -1310.21
1.14113e-07; 3644.29; -2519.34
1.08547e-07; 3644.29; -7444.2
1.03253e-07; 3644.29; -4614.27
9.82169e-08; 3644.29; -2510.44
