gen; best; avg; dev
0; 14; 15.545; 0.554955
10; 12; 13.58; 0.627375
20; 11; 11.985; 0.52419
30; 10; 11.18; 0.444522
40; 10; 10.9; 0.655744
50; 9; 10.18; 0.40939
60; 9; 9.6; 0.6245
70; 8; 9.21; 0.475289
80; 8; 9.06; 0.535164
90; 7; 8.185; 0.413249
100; 7; 7.95; 0.53619
110; 7; 7.2; 0.424264
120; 7; 7.285; 0.493736
130; 7; 7.235; 0.565487
140; 7; 7.19; 0.392301
150; 7; 7.125; 0.330719
153; 6; 7.13; 0.378286
gen; best; avg; dev
0; 14; 15.845; 0.425412
0; 14; 15.505; 0.538493
10; 12; 13.44; 0.562494
20; 11; 11.3; 0.5
30; 10; 11.08; 0.337046
40; 9; 10.44; 0.571314
50; 8; 9.96; 0.564269
60; 8; 8.95; 0.739932
70; 8; 8.205; 0.439289
80; 8; 8.205; 0.415903
90; 7; 8.13; 0.364829
100; 7; 7.365; 0.549341
110; 7; 7.155; 0.388555
120; 7; 7.38; 0.596322
130; 7; 7.15; 0.357071
140; 7; 7.175; 0.379967
150; 7; 7.185; 0.388298
153; 6; 7.2; 0.412311
gen; best; avg; dev
0; 15; 15.88; 0.34
0; 15; 15.73; 0.443959
10; 12; 12.97; 0.478644
20; 11; 11.13; 0.350856
30; 10; 11; 0.316228
40; 9; 10.2; 0.424264
50; 9; 10.13; 0.378286
60; 9; 9.26; 0.502394
70; 9; 9.19; 0.392301
80; 9; 9.225; 0.417582
90; 9; 9.22; 0.437721
100; 9; 9.12; 0.324962
110; 8; 9.135; 0.356055
120; 8; 8.71; 0.570877
130; 8; 8.175; 0.379967
140; 7; 8.155; 0.388555
150; 7; 7.815; 0.656335
160; 7; 7.235; 0.468802
170; 7; 7.21; 0.431161
180; 7; 7.235; 0.435632
190; 7; 7.31; 0.513712
200; 7; 7.225; 0.417582
210; 7; 7.195; 0.420684
220; 7; 7.195; 0.420684
230; 7; 7.245; 0.44156
240; 7; 7.265; 0.463438
250; 7; 7.285; 0.532705
260; 7; 7.205; 0.415903
270; 7; 7.29; 0.495883
280; 7; 7.21; 0.442606
290; 7; 7.28; 0.46
300; 7; 7.19; 0.392301
310; 7; 7.215; 0.445842
320; 7; 7.18; 0.40939
330; 7; 7.14; 0.361109
340; 7; 7.16; 0.366606
350; 7; 7.185; 0.388298
360; 7; 7.22; 0.414246
370; 7; 7.2; 0.412311
380; 7; 7.145; 0.352101
390; 7; 7.17; 0.388716
400; 7; 7.195; 0.396201
405; 6; 7.135; 0.369831
gen; best; avg; dev
0; 14; 15.805; 0.486801
0; 13; 15.405; 0.700696
10; 12; 13.51; 0.556687
20; 12; 12.135; 0.341724
30; 11; 11.615; 0.562828
40; 10; 11.125; 0.345507
50; 10; 11.095; 0.35493
60; 9; 9.92; 0.541849
70; 8; 9.08; 0.550999
80; 8; 8.285; 0.503761
90; 8; 8.155; 0.361905
100; 7; 8.165; 0.384415
110; 7; 8.11; 0.455961
120; 7; 7.235; 0.435632
130; 7; 7.16; 0.366606
140; 7; 7.185; 0.400968
150; 7; 7.195; 0.408626
160; 7; 7.285; 0.503761
163; 6; 7.215; 0.434482
gen; best; avg; dev
0; 14; 15.8; 0.469042
0; 14; 15.62; 0.612862
10; 13; 13.31; 0.473181
20; 11; 11.715; 0.54201
30; 11; 11.22; 0.426146
40; 9; 10.115; 0.348963
50; 8; 9.145; 0.440426
60; 9; 9.135; 0.369831
70; 8; 8.445; 0.5357
80; 8; 8.23; 0.46594
90; 8; 8.195; 0.408626
100; 8; 8.22; 0.437721
110; 8; 8.235; 0.468802
120; 8; 8.205; 0.450527
130; 8; 8.325; 0.582559
140; 8; 8.315; 0.505742
150; 8; 8.3; 0.509902
160; 7; 7.72; 0.558211
163; 6; 7.335; 0.531766
gen; best; avg; dev
0; 14; 15.735; 0.533643
0; 14; 15.26; 0.63435
10; 12; 12.98; 0.411825
20; 10; 10.925; 0.386491
30; 9; 9.75; 0.589491
40; 8; 9.07; 0.484871
50; 8; 8.28; 0.481248
60; 8; 8.21; 0.453762
70; 8; 8.125; 0.345507
80; 8; 8.125; 0.345507
90; 8; 8.19; 0.392301
100; 8; 8.245; 0.44156
110; 8; 8.18; 0.396989
120; 8; 8.25; 0.466369
130; 8; 8.175; 0.392906
140; 8; 8.21; 0.431161
150; 8; 8.2; 0.412311
160; 8; 8.21; 0.453762
170; 8; 8.28; 0.501597
180; 8; 8.185; 0.400968
190; 7; 8.28; 0.481248
200; 7; 8.065; 0.388298
210; 7; 7.9; 0.6245
217; 6; 7.24; 0.438634
gen; best; avg; dev
0; 14; 15.805; 0.443819
0; 14; 15.515; 0.528938
10; 12; 13.085; 0.343184
20; 11; 11.975; 0.366572
30; 10; 11.005; 0.561226
40; 10; 10.115; 0.319022
50; 9; 10.085; 0.397209
60; 9; 9.17; 0.375633
70; 8; 9.015; 0.484536
80; 8; 8.455; 0.581356
90; 8; 8.225; 0.44088
100; 8; 8.215; 0.422818
110; 7; 8.23; 0.597578
120; 7; 8.18; 0.433128
130; 8; 8.195; 0.443819
140; 8; 8.22; 0.426146
150; 8; 8.16; 0.366606
160; 8; 8.19; 0.428836
170; 8; 8.165; 0.371181
180; 7; 8.145; 0.428923
190; 7; 7.43; 0.561338
200; 7; 7.12; 0.324962
210; 7; 7.12; 0.324962
220; 7; 7.165; 0.371181
227; 6; 7.155; 0.388555
gen; best; avg; dev
0; 14; 15.82; 0.40939
0; 14; 15.625; 0.523808
10; 12; 13.11; 0.477389
20; 11; 11.495; 0.574435
30; 10; 10.545; 0.630853
40; 9; 10.115; 0.48143
50; 9; 9.66; 0.603656
60; 9; 9.195; 0.396201
70; 9; 9.225; 0.452079
80; 9; 9.115; 0.348963
90; 8; 9.185; 0.448079
100; 9; 9.225; 0.429389
110; 9; 9.13; 0.350856
120; 9; 9.155; 0.388555
130; 8; 8.99; 0.640234
140; 8; 8.275; 0.468375
150; 8; 8.245; 0.484742
160; 8; 8.13; 0.336303
170; 7; 8.16; 0.38
180; 8; 8.135; 0.341724
190; 8; 8.09; 0.286182
200; 8; 8.205; 0.439289
210; 8; 8.165; 0.371181
220; 8; 8.185; 0.400968
230; 7; 7.71; 0.660227
240; 7; 7.27; 0.46594
250; 7; 7.185; 0.400968
260; 7; 7.19; 0.404846
270; 7; 7.12; 0.324962
280; 7; 7.15; 0.357071
290; 7; 7.2; 0.4
300; 7; 7.205; 0.427756
310; 7; 7.195; 0.396201
320; 7; 7.13; 0.336303
330; 7; 7.16; 0.366606
340; 7; 7.13; 0.378286
349; 6; 7.145; 0.366026
gen; best; avg; dev
0; 14; 15.855; 0.404938
0; 14; 15.7; 0.469042
10; 12; 13.315; 0.515534
20; 11; 11.275; 0.468375
30; 10; 10.385; 0.50673
40; 9; 9.97; 0.5469
50; 9; 9.205; 0.450527
60; 8; 8.745; 0.721093
70; 8; 8.335; 0.531766
80; 8; 8.22; 0.437721
90; 7; 8.19; 0.493862
100; 7; 7.825; 0.586835
110; 7; 7.305; 0.540347
120; 7; 7.3; 0.509902
130; 7; 7.185; 0.413249
140; 7; 7.135; 0.341724
150; 7; 7.195; 0.420684
160; 7; 7.22; 0.437721
170; 7; 7.245; 0.44156
177; 6; 7.16; 0.38
gen; best; avg; dev
0; 13; 15.825; 0.473682
0; 14; 15.545; 0.545871
10; 12; 13.765; 0.489668
20; 11; 11.945; 0.521512
30; 9; 10.055; 0.540347
40; 9; 9.395; 0.599145
50; 9; 9.335; 0.512616
60; 8; 9.055; 0.501971
70; 8; 8.34; 0.551725
80; 8; 8.21; 0.442606
90; 7; 8.035; 0.503761
100; 7; 7.26; 0.492341
110; 6; 7.175; 0.405432
gen; best; avg; dev
0; 14; 15.8; 0.447214
0; 14; 15.375; 0.595294
10; 12; 13.37; 0.52259
20; 11; 11.995; 0.452742
30; 9; 10.555; 0.571817
40; 9; 9.83; 0.510979
50; 8; 9.015; 0.561048
60; 8; 8.16; 0.38
70; 8; 8.165; 0.384415
80; 8; 8.3; 0.52915
90; 8; 8.26; 0.482079
100; 8; 8.17; 0.375633
110; 8; 8.215; 0.456919
120; 8; 8.195; 0.420684
130; 8; 8.17; 0.413642
140; 8; 8.195; 0.443819
150; 8; 8.115; 0.319022
160; 8; 8.145; 0.37944
170; 7; 8.16; 0.452106
180; 7; 8.16; 0.542586
190; 7; 7.745; 0.640293
200; 7; 7.355; 0.537564
210; 7; 7.115; 0.319022
220; 7; 7.17; 0.375633
230; 7; 7.195; 0.420684
240; 7; 7.22; 0.414246
250; 7; 7.19; 0.440341
260; 7; 7.205; 0.427756
270; 7; 7.18; 0.396989
280; 7; 7.235; 0.458012
290; 7; 7.105; 0.306553
300; 7; 7.285; 0.483503
310; 6; 7.15; 0.384057
gen; best; avg; dev
0; 15; 15.775; 0.417582
0; 14; 15.37; 0.493052
10; 12; 14.025; 0.323071
20; 11; 12.32; 0.536284
30; 10; 11.075; 0.330719
40; 10; 11.015; 0.452521
50; 9; 9.755; 0.696401
60; 8; 9.145; 0.37944
70; 9; 9.225; 0.463006
80; 9; 9.165; 0.384415
90; 7; 9.115; 0.389583
100; 8; 9.19; 0.532823
110; 8; 8.24; 0.460869
120; 8; 8.16; 0.38
130; 7; 8.155; 0.375466
140; 8; 8.205; 0.415903
150; 8; 8.245; 0.452742
160; 8; 8.14; 0.346987
170; 8; 8.185; 0.400968
180; 8; 8.165; 0.384415
190; 7; 8.095; 0.394937
200; 7; 7.49; 0.632376
210; 7; 7.12; 0.324962
219; 6; 7.185; 0.400968
gen; best; avg; dev
0; 14; 15.845; 0.388555
0; 14; 15.66; 0.551725
10; 12; 13.02; 0.607947
20; 11; 12; 0.34641
30; 10; 10.96; 0.590254
40; 9; 10.04; 0.527636
50; 9; 9.175; 0.379967
60; 9; 9.175; 0.405432
70; 8; 8.855; 0.63559
80; 8; 8.25; 0.466369
90; 7; 8.215; 0.467734
100; 7; 7.935; 0.557472
110; 7; 7.215; 0.422818
120; 7; 7.24; 0.471593
130; 7; 7.27; 0.486929
140; 7; 7.205; 0.403702
150; 7; 7.17; 0.375633
160; 7; 7.215; 0.445842
170; 7; 7.205; 0.415903
180; 7; 7.215; 0.434482
190; 7; 7.23; 0.432551
200; 7; 7.13; 0.336303
210; 7; 7.31; 0.532823
220; 7; 7.155; 0.361905
230; 7; 7.225; 0.417582
240; 7; 7.175; 0.379967
250; 7; 7.235; 0.468802
260; 7; 7.16; 0.366606
270; 7; 7.125; 0.345507
280; 7; 7.195; 0.408626
290; 7; 7.195; 0.408626
300; 7; 7.165; 0.384415
310; 7; 7.19; 0.417013
320; 7; 7.265; 0.474104
327; 6; 7.275; 0.499375
gen; best; avg; dev
0; 14; 15.83; 0.425558
0; 14; 15.66; 0.578273
10; 12; 13.2; 0.447214
20; 11; 12.51; 0.565597
30; 10; 11.23; 0.516817
40; 9; 10.565; 0.652514
50; 10; 10.35; 0.545436
60; 10; 10.235; 0.458012
70; 8; 9.28; 0.567098
80; 8; 9.205; 0.439289
90; 8; 9.145; 0.560335
100; 8; 8.21; 0.431161
110; 7; 7.98; 0.528772
120; 7; 7.24; 0.449889
130; 7; 7.3; 0.489898
140; 7; 7.195; 0.396201
150; 7; 7.195; 0.432406
160; 7; 7.155; 0.361905
170; 7; 7.14; 0.346987
180; 7; 7.235; 0.479349
190; 7; 7.315; 0.525143
196; 6; 7.355; 0.546786
gen; best; avg; dev
0; 14; 15.79; 0.505866
0; 13; 15.55; 0.622495
10; 11; 12.66; 0.586856
20; 10; 10.71; 0.637103
30; 10; 10.135; 0.356055
40; 9; 10.15; 0.44441
50; 9; 9.205; 0.439289
60; 8; 9.04; 0.518073
70; 7; 8.13; 0.482804
80; 7; 7.74; 0.715821
90; 7; 7.145; 0.352101
100; 7; 7.15; 0.37081
110; 7; 7.15; 0.357071
120; 7; 7.22; 0.426146
130; 7; 7.165; 0.384415
140; 7; 7.175; 0.379967
150; 7; 7.11; 0.31289
160; 6; 7.135; 0.383112
161; 6; 7.135; 0.383112
gen; best; avg; dev
0; 14; 15.885; 0.348963
0; 14; 15.63; 0.50309
10; 13; 13.96; 0.434051
20; 12; 12.47; 0.5469
30; 10; 11.56; 0.613514
40; 9; 9.605; 0.654962
50; 9; 9.225; 0.473682
60; 9; 9.2; 0.424264
70; 7; 8.56; 0.675574
80; 7; 7.875; 0.793332
90; 7; 7.325; 0.499375
99; 6; 7.235; 0.499775
gen; best; avg; dev
0; 14; 15.765; 0.499775
0; 14; 15.48; 0.51923
10; 13; 14; 0.374166
20; 11; 12.285; 0.493736
30; 10; 11.13; 0.350856
40; 8; 10.055; 0.460407
50; 8; 9.19; 0.428836
60; 9; 9.295; 0.545871
70; 8; 9.155; 0.448302
80; 8; 8.365; 0.549341
90; 7; 8.245; 0.620464
100; 7; 7.935; 0.656335
110; 7; 7.16; 0.366606
120; 7; 7.23; 0.443959
130; 7; 7.17; 0.413642
140; 7; 7.125; 0.345507
150; 7; 7.27; 0.46594
160; 7; 7.23; 0.420833
170; 7; 7.26; 0.438634
180; 7; 7.17; 0.388716
190; 7; 7.25; 0.466369
200; 7; 7.205; 0.403702
210; 7; 7.165; 0.397209
220; 7; 7.195; 0.396201
222; 6; 7.2; 0.469042
